age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
19,166.9,79.5,1843,0.69,5000.0,5295.3331676477055
45,184.4,61.9,2054,0.53,5000.0,2555.095001653903
71,159.3,77.7,4285,0.65,5000.0,14642.426335496772
31,162.9,58.4,2674,0.93,5000.0,500.0
60,159.0,80.2,639,0.59,5000.0,5564.1331716229415
70,146.9,95.5,4283,0.43,5175.89104031576,17713.71173974314
58,163.9,66.8,2716,0.97,5175.89104031576,15655.662243327995
20,161.4,66.8,1159,0.58,5175.89104031576,500.0
49,175.7,91.1,1738,0.82,5000.0,500.0
64,176.1,56.1,3341,0.16,5175.89104031576,25351.512430853447
36,175.2,76.1,500,0.23,5175.89104031576,500.0
38,172.8,84.9,2381,0.97,5175.89104031576,500.0
53,168.9,105.9,3372,0.12,5000.0,18406.04889007608
74,165.5,76.0,2233,0.47,5175.89104031576,500.0
35,161.8,44.6,1045,0.28,5000.0,500.0
31,158.0,85.2,2421,0.02,5175.89104031576,1493.6478549403887
52,161.7,80.5,4902,0.06,5175.89104031576,19361.63952120766
63,170.6,80.2,5368,0.14,5175.89104031576,13801.223405679457
46,168.6,54.4,3325,0.23,5175.89104031576,15493.450961686816
42,180.3,50.4,3400,0.26,5175.89104031576,500.0
70,165.4,95.2,1348,0.85,5175.89104031576,25143.347716757944
59,181.8,69.4,1160,0.85,5000.0,500.0
28,154.2,68.6,1393,0.97,5175.89104031576,500.0
61,173.9,74.8,3409,0.86,5000.0,13705.399287427968
52,182.9,80.5,3779,0.06,5000.0,27551.03003537352
24,172.0,93.8,3134,0.73,5000.0,9815.577174103331
35,179.3,91.6,673,0.09,5175.89104031576,500.0
40,164.5,59.9,2746,0.08,5000.0,500.0
64,154.4,72.7,1796,0.03,5175.89104031576,500.0
47,157.1,71.3,1859,0.05,5000.0,500.0
40,171.3,90.3,3445,0.49,5000.0,9784.550379589966
61,179.3,75.4,2238,0.57,5175.89104031576,500.0
67,171.2,63.5,2982,0.92,5175.89104031576,6669.706771945817
29,183.5,60.7,500,0.16,5000.0,500.0
36,185.8,86.1,1931,0.35,5000.0,19515.765117038376
61,166.3,66.7,1960,0.74,5000.0,500.0
37,171.1,97.9,1465,0.85,5000.0,500.0
72,178.5,69.5,2721,0.21,5000.0,500.0
56,170.3,82.0,2160,0.82,5175.89104031576,25920.803549209293
35,164.2,61.4,3573,0.64,5000.0,500.0
49,168.9,78.9,2903,0.04,5175.89104031576,26709.41081781421
56,161.8,79.0,2573,0.74,5175.89104031576,3073.9957476377526
18,163.7,85.3,1256,0.1,5175.89104031576,5714.587996088565
72,172.5,92.6,3710,0.06,5175.89104031576,12156.279154836657
23,181.5,92.7,3332,0.47,5175.89104031576,500.0
44,191.4,35.3,3154,0.14,5000.0,3502.7203464451472
20,186.9,84.4,500,0.81,5000.0,13107.70401354985
54,171.5,98.3,4330,0.41,5000.0,7568.071552987681
61,180.2,97.3,2628,0.6,5175.89104031576,500.0
38,168.1,80.5,1999,0.7,5175.89104031576,11339.989593212438
18,163.2,79.7,3015,0.88,5000.0,7298.244802147838
72,176.5,65.9,2628,0.66,5000.0,500.0
74,159.1,68.9,2710,0.95,5175.89104031576,8375.78683659781
29,167.2,75.8,1201,0.91,5175.89104031576,500.0
31,171.8,73.3,2185,0.78,5175.89104031576,23168.495149922022
32,161.9,63.0,500,0.83,5000.0,31127.376776779896
38,178.4,58.0,500,0.97,5000.0,33010.77883543233
38,174.8,59.3,2797,0.91,5175.89104031576,28027.82167215302
70,166.5,56.5,3209,0.38,5175.89104031576,9222.1650716139
54,167.8,83.2,4651,0.74,5175.89104031576,29088.571020632
62,170.6,71.9,2778,0.56,5175.89104031576,9362.970305665402
62,168.2,65.3,3122,0.18,5000.0,10759.909329460716
45,170.8,69.0,500,0.09,5000.0,500.0
72,170.3,95.6,1330,0.87,5175.89104031576,4237.365895141697
41,195.3,43.1,3631,0.46,5000.0,12851.039512940664
27,146.0,70.4,950,0.92,5175.89104031576,500.0
37,180.4,92.6,2073,0.52,5000.0,26366.755601643945
35,169.4,54.2,1197,0.01,5000.0,4885.778813600547
35,178.5,61.9,2420,0.86,5000.0,500.0
29,175.0,85.6,3654,0.15,5000.0,500.0
54,160.7,75.6,2368,0.77,5000.0,500.0
19,174.5,74.2,1858,0.12,5000.0,32072.85878787866
75,173.6,59.4,500,0.53,5175.89104031576,500.0
30,168.3,75.1,3317,0.04,5175.89104031576,2800.4898819304503
52,168.4,51.8,4512,0.23,5000.0,11548.697502580784
48,178.7,54.1,500,0.06,5175.89104031576,2914.368569576344
20,156.9,62.7,4026,0.67,5000.0,10418.251031544478
28,176.6,89.0,3056,0.12,5000.0,7009.234804374366
70,182.1,56.9,4143,0.61,5175.89104031576,33542.54506477974
61,174.3,58.5,1906,0.18,5000.0,500.0
57,170.1,88.9,5082,0.09,5175.89104031576,9114.31845930516
73,190.3,52.7,648,0.25,5000.0,12817.87177655034
39,176.4,48.3,4439,0.07,5175.89104031576,31671.229685618317
41,180.8,71.7,500,0.43,5175.89104031576,500.0
47,154.9,97.6,2920,0.43,5000.0,4583.274115421008
62,168.2,59.9,1431,0.03,5000.0,14240.873649313146
32,163.8,67.8,3734,0.57,5175.89104031576,30995.943849835345
44,184.1,39.5,4374,0.88,5175.89104031576,500.0
57,180.2,70.2,500,0.36,5000.0,500.0
20,155.7,69.1,1269,0.04,5000.0,500.0
32,187.2,98.4,1032,0.38,5175.89104031576,500.0
49,182.3,86.4,3680,0.52,5000.0,500.0
38,172.6,56.5,2582,0.95,5175.89104031576,500.0
29,162.6,73.1,3587,0.81,5175.89104031576,14031.78501679676
54,167.2,41.4,3703,0.54,5175.89104031576,37153.558248812
68,153.6,32.1,3261,0.54,5175.89104031576,7870.208194859536
40,147.9,81.1,1879,0.43,5000.0,8990.260486238834
56,158.4,56.6,3454,0.16,5000.0,2105.1619912767005
35,154.0,62.1,2379,0.08,5175.89104031576,500.0
51,149.4,66.5,2991,0.89,5000.0,3799.72707547826
58,175.0,76.5,2343,0.98,5000.0,500.0
75,159.6,61.2,3374,0.32,5175.89104031576,500.0
55,180.0,67.6,3757,0.45,5175.89104031576,11949.612280470188
39,149.2,81.7,3640,0.69,5000.0,2652.6545573447333
49,158.5,56.9,4982,0.92,5000.0,38731.423104143134
32,169.0,54.9,3282,0.74,5000.0,33262.3524140747
35,183.3,60.3,4021,0.88,5000.0,21497.27647971513
55,176.5,68.4,3739,0.92,5000.0,17917.744295181503
40,159.8,91.4,3495,0.05,5175.89104031576,500.0
59,173.0,52.5,988,0.8,5175.89104031576,12207.052609386465
32,171.8,73.0,2604,0.7,5000.0,1213.9079344513937
67,159.2,68.1,3325,0.13,5175.89104031576,14045.813719831229
29,157.7,49.3,3243,0.79,5175.89104031576,12720.733682334794
59,175.6,70.8,2958,0.99,5175.89104031576,16909.010571962266
62,169.0,71.1,1859,0.25,5000.0,500.0
37,168.4,51.3,2543,0.34,5000.0,18419.90181279145
25,184.5,46.5,672,0.36,5175.89104031576,3479.9070667484834
53,167.1,73.9,1418,0.45,5175.89104031576,500.0
71,157.7,62.1,3885,0.56,5175.89104031576,3249.2936006825817
38,168.9,65.9,3929,0.56,5000.0,500.0
58,160.0,100.4,1848,0.07,5000.0,500.0
29,167.6,44.4,1602,0.2,5000.0,26078.689235848244
57,159.1,74.8,3559,0.45,5175.89104031576,21121.789105522083
64,164.7,60.7,1172,0.35,5000.0,1800.12858420373
32,168.8,86.1,2473,0.62,5175.89104031576,19790.678806263724
67,173.7,72.4,916,0.29,5175.89104031576,5073.689258128638
60,164.9,45.0,4757,0.5,5000.0,29862.460140219
63,161.4,77.1,2178,0.24,5000.0,17971.484206150028
29,161.8,54.0,863,0.69,5175.89104031576,5642.153727224772
52,171.4,64.5,3084,0.39,5175.89104031576,19491.642121358527
23,149.6,60.9,2385,0.98,5175.89104031576,500.0
28,182.0,91.5,1051,0.7,5000.0,500.0
75,164.9,72.6,1264,0.83,5175.89104031576,15261.875995406484
38,146.6,67.8,1492,0.7,5000.0,500.0
34,175.7,74.1,2240,0.99,5175.89104031576,500.0
46,158.8,55.2,2185,0.03,5000.0,26057.04589970012
23,157.9,64.6,2795,0.51,5175.89104031576,500.0
73,158.5,59.1,1795,0.37,5175.89104031576,32311.4121741267
42,169.0,86.3,3039,0.75,5175.89104031576,18082.57837239261
31,168.3,85.0,2684,0.64,5000.0,20910.232298199648
59,173.1,46.0,1653,0.27,5000.0,500.0
36,175.0,87.2,1931,0.73,5175.89104031576,1963.494118099999
39,173.6,63.1,2132,0.8,5175.89104031576,500.0
67,167.2,67.1,1453,0.46,5175.89104031576,500.0
44,169.9,72.6,3609,0.99,5000.0,12147.321978233802
63,181.6,64.5,3459,0.5,5175.89104031576,28843.82140624938
31,162.9,92.9,2845,0.9,5175.89104031576,13351.013922020578
33,167.3,98.5,3073,0.16,5000.0,1371.0456571309232
58,158.2,76.8,1620,0.48,5175.89104031576,500.0
24,146.6,75.8,500,0.21,5000.0,6917.450660096511
58,165.4,39.7,2419,0.62,5000.0,500.0
30,165.2,83.6,2072,0.99,5000.0,19738.263262613586
44,154.4,78.0,4872,0.74,5000.0,27808.16795521104
64,185.3,73.8,4663,0.51,5175.89104031576,835.0182437101383
52,162.3,49.2,2631,0.56,5000.0,6700.660209919965
74,172.9,77.6,1749,0.87,5000.0,11719.559527627043
63,186.1,65.2,3576,0.3,5175.89104031576,20677.292979868485
54,166.2,67.2,1144,0.06,5000.0,14445.605661758987
65,169.2,66.7,856,0.96,5175.89104031576,500.0
34,178.8,50.2,500,0.56,5175.89104031576,6470.913815818521
31,165.1,98.4,811,0.08,5175.89104031576,11470.0907544736
38,173.0,86.3,3531,0.3,5000.0,15066.338125324157
36,176.3,59.7,2238,0.72,5175.89104031576,8466.850631186951
42,177.5,66.7,2137,0.18,5175.89104031576,19248.40447371682
26,156.7,88.8,3223,0.46,5175.89104031576,5900.875208427348
57,159.0,54.4,3473,0.78,5175.89104031576,500.0
20,178.3,74.0,2378,0.23,5175.89104031576,629.4490660382135
42,183.9,78.0,1214,0.85,5000.0,12027.398867886604
68,167.4,68.3,679,0.7,5000.0,500.0
53,179.3,37.9,4261,0.11,5175.89104031576,9688.53627990024
35,177.4,65.2,2006,0.06,5000.0,34283.58438136306
37,167.7,80.8,1801,0.2,5175.89104031576,500.0
46,187.0,98.7,2645,0.27,5175.89104031576,9900.825636623891
59,171.0,79.5,1691,0.72,5000.0,13388.222620302377
45,171.9,83.4,500,0.52,5175.89104031576,500.0
42,165.6,54.9,4419,0.47,5175.89104031576,3081.4977264689337
27,166.1,77.2,4403,0.31,5000.0,500.0
65,165.1,67.8,3072,0.12,5175.89104031576,4098.224663218085
59,175.2,61.2,2136,0.24,5175.89104031576,18099.9870889254
45,163.8,70.3,500,0.88,5175.89104031576,500.0
22,157.1,88.7,3895,0.98,5000.0,9777.06260734546
26,147.8,43.7,2971,0.45,5175.89104031576,36283.575112900704
59,170.9,64.6,2634,0.08,5000.0,4685.075795880287
51,167.6,70.9,1375,0.44,5175.89104031576,27666.849646169238
39,176.7,76.4,1568,0.21,5175.89104031576,500.0
22,177.8,68.2,2527,0.6,5000.0,2039.64150158787
60,180.1,74.4,2113,0.81,5175.89104031576,5847.563940221507
60,177.8,55.8,3659,0.41,5175.89104031576,39175.11103231254
22,166.5,80.2,1109,0.14,5000.0,15025.510396515016
33,167.0,67.5,2858,0.25,5175.89104031576,500.0
38,185.2,75.1,1551,0.95,5000.0,500.0
68,187.7,52.1,3041,0.34,5000.0,500.0
49,172.1,62.7,2885,0.98,5175.89104031576,500.0
21,184.8,98.6,2072,0.17,5175.89104031576,500.0
21,174.1,67.2,500,0.89,5175.89104031576,500.0
34,180.7,70.4,2428,0.38,5000.0,500.0
75,174.0,54.7,2110,0.16,5175.89104031576,29135.737464436217
54,160.8,85.8,4239,0.91,5000.0,500.0
42,153.4,75.2,1709,0.28,5000.0,500.0
44,170.9,39.5,500,0.72,5000.0,500.0
48,155.6,64.8,3098,0.77,5175.89104031576,500.0
41,178.6,77.8,2739,0.06,5175.89104031576,500.0
22,177.6,68.1,2851,0.89,5000.0,500.0
55,158.0,66.3,4425,0.63,5000.0,2257.331446478641
63,173.7,83.8,2955,0.27,5175.89104031576,500.0
49,177.3,58.4,923,0.06,5175.89104031576,15248.4810407341
43,165.7,84.0,500,0.78,5000.0,500.0
75,172.8,88.0,3227,0.95,5175.89104031576,500.0
23,172.9,69.8,2316,0.82,5000.0,4875.654269884283
56,174.0,83.1,3686,0.18,5000.0,14417.396877220674
60,153.9,91.9,3185,0.36,5000.0,26951.67318866248
39,159.6,57.0,2218,0.57,5175.89104031576,500.0
19,160.4,59.6,3615,0.49,5000.0,25773.88434214079
28,171.3,74.7,3806,0.43,5000.0,500.0
22,167.7,71.3,2892,0.17,5175.89104031576,8934.14176341371
28,171.8,55.2,3914,0.84,5000.0,3521.242711206401
21,165.2,48.7,1851,0.03,5000.0,500.0
43,181.6,91.7,1657,0.18,5000.0,500.0
40,167.2,70.2,2565,0.14,5175.89104031576,6874.504576565261
26,172.0,80.1,840,0.95,5000.0,27301.04373620307
60,165.3,58.2,2048,0.91,5175.89104031576,500.0
62,153.4,70.2,4582,0.75,5175.89104031576,13328.455418328776
60,169.2,58.5,3359,0.81,5175.89104031576,10275.128142136704
25,175.3,68.9,1910,0.68,5000.0,16634.685116942495
29,186.6,91.9,2812,0.82,5000.0,1983.1179546175915
72,171.1,54.6,2456,0.0,5175.89104031576,500.0
64,159.5,39.2,2453,0.78,5175.89104031576,500.0
52,176.4,63.4,4183,0.57,5000.0,27579.82481011792
49,170.8,102.1,3484,0.96,5000.0,14519.84050878665
21,162.4,75.8,4253,0.49,5000.0,29686.67681397136
62,146.9,72.1,2054,0.08,5175.89104031576,37193.73163275152
33,152.8,67.7,2518,0.16,5000.0,500.0
26,161.9,54.3,5245,0.41,5175.89104031576,674.3874406919842
25,166.4,54.7,2751,0.53,5000.0,6421.684529184082
73,168.3,74.4,723,0.94,5175.89104031576,500.0
19,168.1,76.9,967,0.64,5000.0,500.0
49,158.2,81.5,1507,0.96,5000.0,500.0
37,178.4,85.7,2423,0.72,5175.89104031576,500.0
36,162.3,63.0,3494,0.26,5175.89104031576,16324.19905909522
38,179.7,70.8,857,0.16,5000.0,500.0
37,172.2,87.0,4485,0.35,5175.89104031576,32229.094228449227
62,178.8,72.7,2483,0.09,5000.0,2670.383656098497
54,164.5,71.8,2372,0.44,5000.0,500.0
66,193.9,84.8,500,0.11,5000.0,500.0
27,178.2,71.1,2378,0.0,5000.0,500.0
30,176.2,83.9,2288,0.81,5175.89104031576,500.0
63,163.4,73.3,1991,0.91,5175.89104031576,5501.063590542835
56,159.4,72.2,2857,0.03,5175.89104031576,500.0
74,162.0,63.0,1938,0.05,5175.89104031576,21080.28875140006
48,166.3,94.1,500,0.48,5175.89104031576,500.0
42,171.5,63.3,2362,0.52,5175.89104031576,9116.796793240135
46,161.2,90.7,3059,0.95,5000.0,10441.426766867877
36,190.7,80.9,2028,0.76,5175.89104031576,8674.065775266828
31,167.3,69.5,1682,0.47,5175.89104031576,500.0
29,179.8,50.6,792,0.82,5175.89104031576,16892.256593175338
52,171.7,56.0,1961,0.44,5175.89104031576,500.0
31,167.0,59.0,2584,0.09,5000.0,8046.205505553663
75,162.0,49.5,3701,0.2,5000.0,14834.964271844226
27,178.4,61.8,1775,0.76,5000.0,10182.550534848682
30,172.9,68.9,3665,0.18,5175.89104031576,500.0
25,157.0,76.5,2167,0.99,5000.0,5186.79782805216
43,159.0,73.5,4911,0.07,5175.89104031576,10147.822069945152
55,161.7,67.9,1739,0.04,5000.0,500.0
68,191.0,74.0,1173,0.72,5000.0,15432.273114806869
52,166.8,59.0,2181,0.72,5000.0,500.0
64,170.9,61.8,2876,0.14,5000.0,23468.2433482955
66,168.2,46.2,1804,0.06,5000.0,500.0
74,160.0,73.7,3195,0.6,5000.0,1720.2592498520053
65,165.4,70.2,500,0.08,5175.89104031576,500.0
66,172.7,54.4,3621,0.91,5175.89104031576,500.0
42,160.5,80.4,3141,0.98,5175.89104031576,18569.509973487773
71,170.7,62.9,500,0.94,5175.89104031576,500.0
49,163.3,65.1,1120,0.2,5000.0,500.0
61,184.8,78.2,1851,0.83,5000.0,500.0
44,182.7,83.0,2055,0.17,5000.0,2477.730488837312
66,172.3,84.8,3397,0.79,5175.89104031576,19183.42612544696
49,173.1,68.8,500,0.59,5175.89104031576,500.0
59,177.5,63.5,1988,0.67,5175.89104031576,500.0
30,164.5,86.4,3901,0.97,5175.89104031576,14198.651113899925
40,164.2,67.2,1960,0.81,5175.89104031576,500.0
58,178.6,69.8,2422,0.35,5000.0,26408.864363556484
21,178.7,63.3,2267,0.08,5000.0,500.0
23,158.6,64.3,3405,0.96,5175.89104031576,17740.353316390923
67,160.0,52.1,1794,0.32,5175.89104031576,4101.548715596796
43,170.8,79.9,3002,0.4,5000.0,500.0
53,161.9,87.0,2777,0.44,5175.89104031576,15372.119679838735
36,166.1,79.6,3874,0.71,5175.89104031576,18238.82274133452
45,177.6,69.7,3059,0.23,5000.0,7190.10447878666
23,157.5,72.9,1303,0.35,5000.0,11479.100225197146
43,195.1,69.5,2423,0.52,5175.89104031576,1408.8785531424908
25,174.1,107.7,2239,0.29,5175.89104031576,500.0
52,166.4,62.6,1103,0.85,5000.0,500.0
29,173.6,92.5,500,0.57,5000.0,500.0
53,175.4,68.6,1913,0.94,5175.89104031576,500.0
73,181.3,83.6,2730,0.7,5175.89104031576,27450.298204825674
74,172.4,85.7,2412,0.87,5175.89104031576,9971.1296356007
68,153.3,66.3,500,0.58,5000.0,22297.737438200547
32,175.0,43.9,2656,0.23,5000.0,500.0
60,157.4,84.5,853,0.52,5000.0,6850.133759587988
75,171.1,65.5,2039,0.43,5175.89104031576,500.0
62,158.2,43.6,2313,0.62,5175.89104031576,8330.134989051981
46,156.3,73.9,4572,0.46,5000.0,5448.772850408665
67,177.0,68.1,1633,0.44,5175.89104031576,15631.812846511424
33,170.6,74.1,2542,0.75,5000.0,500.0
67,184.4,101.3,4163,0.95,5175.89104031576,500.0
55,177.2,83.8,979,0.09,5175.89104031576,18991.448854987422
38,186.5,65.1,2876,0.4,5175.89104031576,500.0
25,155.4,70.4,500,0.27,5175.89104031576,15184.105200847554
26,171.7,41.8,1816,0.4,5000.0,1862.4561355572528
54,178.4,79.9,2721,0.59,5175.89104031576,500.0
40,177.5,78.0,2570,0.63,5000.0,500.0
18,169.1,93.3,2463,0.46,5000.0,3670.209077088856
35,183.7,61.5,3713,0.42,5000.0,500.0
35,168.1,91.3,3830,0.06,5000.0,500.0
21,163.8,82.6,3425,0.01,5175.89104031576,500.0
34,176.1,61.1,2409,0.71,5175.89104031576,7930.064699884053
40,173.6,90.9,5001,0.29,5000.0,500.0
66,163.1,48.4,2712,0.96,5000.0,3596.6611426710924
48,169.7,55.0,1700,0.03,5175.89104031576,500.0
25,169.5,85.8,3410,0.87,5175.89104031576,1560.4285952585117
37,172.7,64.6,1877,0.68,5000.0,500.0
64,155.7,46.3,797,0.87,5000.0,500.0
42,170.5,95.7,3787,0.82,5000.0,30866.00421480489
20,173.0,90.1,2425,0.1,5000.0,6321.817900129634
45,164.9,76.8,1126,0.39,5175.89104031576,23144.196691850517
70,181.8,60.4,1569,0.69,5175.89104031576,500.0
25,186.0,66.1,2024,0.56,5175.89104031576,24077.99119738903
61,185.8,40.3,1953,0.54,5000.0,8069.115852258167
22,176.1,38.7,2660,0.11,5000.0,500.0
41,156.0,75.4,2834,0.1,5000.0,20910.25331055018
59,181.3,64.5,2338,0.42,5175.89104031576,1618.0977808317425
66,165.0,61.4,2644,0.29,5000.0,500.0
46,174.2,75.6,672,0.06,5175.89104031576,9438.391570404048
71,167.9,64.1,911,0.71,5000.0,20436.712111452085
38,162.4,96.3,2267,0.86,5175.89104031576,500.0
28,171.0,61.1,2107,0.21,5175.89104031576,6109.2432256150105
49,153.4,85.6,3600,0.6,5000.0,500.0
25,187.2,69.0,2597,0.59,5175.89104031576,500.0
75,167.3,62.9,557,0.8,5175.89104031576,500.0
55,170.7,86.3,1252,0.2,5175.89104031576,13691.832266475009
54,188.3,79.6,2641,0.65,5175.89104031576,500.0
30,160.8,70.5,3200,0.07,5175.89104031576,21484.33580789843
56,170.2,92.0,1676,0.22,5000.0,13310.78373073783
66,149.4,72.4,1803,0.75,5000.0,500.0
56,181.9,81.1,2360,0.07,5175.89104031576,22793.390962113543
68,176.2,72.5,2550,0.31,5000.0,6817.886738272792
62,178.7,52.2,1969,0.5,5000.0,500.0
30,176.7,82.7,3130,0.82,5000.0,500.0
41,181.3,63.8,4162,0.84,5175.89104031576,17580.996741450374
35,159.1,58.1,1310,0.04,5000.0,500.0
48,164.6,67.4,2709,0.91,5000.0,500.0
39,149.4,68.2,2659,0.67,5000.0,500.0
42,165.0,76.9,666,0.03,5000.0,9654.116287509927
35,176.7,74.3,3335,0.89,5175.89104031576,11554.821967787862
22,156.8,69.4,1714,0.82,5175.89104031576,7044.443319388295
50,161.1,79.6,4037,0.51,5000.0,16955.845912240813
33,169.5,65.0,2218,0.33,5000.0,13431.539157366033
69,171.0,74.5,2742,1.0,5175.89104031576,500.0
70,169.5,50.7,660,0.51,5000.0,500.0
38,183.6,78.1,2060,0.97,5175.89104031576,500.0
34,146.2,58.2,3897,0.71,5175.89104031576,770.868971321893
24,161.3,82.8,2162,0.61,5175.89104031576,500.0
60,165.8,49.1,3006,0.57,5175.89104031576,14623.449797005103
34,166.8,69.9,3722,0.99,5175.89104031576,8938.884620362016
43,158.9,66.2,1496,0.98,5000.0,500.0
39,165.6,77.4,2423,0.89,5000.0,500.0
61,171.0,79.8,500,0.31,5175.89104031576,2388.852790261776
30,179.7,64.2,2261,0.81,5175.89104031576,20804.09006294792
43,165.7,51.8,4034,0.71,5175.89104031576,500.0
65,197.0,69.1,1918,0.48,5175.89104031576,11980.911853832537
60,171.1,73.5,1430,0.79,5000.0,500.0
61,166.5,70.2,2390,0.08,5175.89104031576,13334.048021918
35,176.1,94.4,2363,0.56,5000.0,9703.29667578347
31,166.6,58.5,1806,0.96,5000.0,500.0
68,155.0,82.6,1543,0.15,5000.0,500.0
69,172.9,59.8,4251,0.73,5000.0,16834.86614317457
41,165.0,98.2,2486,0.69,5175.89104031576,29673.67434788549
66,168.2,85.3,3825,0.81,5000.0,11426.977659383076
37,174.1,89.4,1115,0.16,5175.89104031576,39623.80585181581
61,169.1,85.6,2754,0.67,5175.89104031576,500.0
23,161.6,62.4,1784,0.91,5000.0,9198.55668405212
72,170.2,65.0,2875,0.5,5000.0,19100.442892977928
67,167.9,62.2,2900,0.13,5000.0,13855.130294272049
63,162.1,74.9,2266,0.7,5175.89104031576,500.0
58,162.0,52.4,2794,0.18,5175.89104031576,500.0
26,178.8,69.1,1315,0.36,5175.89104031576,27055.75851239357
28,164.0,80.3,500,0.73,5175.89104031576,16975.72079082583
64,172.4,71.0,2256,0.05,5000.0,12346.94459500908
29,189.2,70.2,2188,0.18,5175.89104031576,500.0
22,176.1,77.6,1429,0.06,5000.0,500.0
47,185.3,64.5,3935,0.67,5175.89104031576,500.0
50,166.9,72.3,500,0.46,5000.0,500.0
60,175.8,83.1,1018,0.42,5175.89104031576,12709.66673271385
29,160.7,73.4,500,0.53,5175.89104031576,500.0
32,166.1,79.1,500,0.88,5175.89104031576,500.0
74,167.2,71.3,2588,0.72,5175.89104031576,23329.68878507518
44,162.1,82.6,2614,0.01,5175.89104031576,500.0
24,173.2,71.4,500,0.5,5175.89104031576,15392.295970924284
49,157.4,62.7,3122,0.71,5175.89104031576,500.0
20,158.5,54.8,2912,0.34,5175.89104031576,17852.537359250768
32,160.9,77.3,2033,0.85,5000.0,13669.31886405003
26,186.6,50.4,1340,0.4,5000.0,500.0
25,150.1,71.5,2669,0.9,5000.0,8625.077310819364
35,172.0,49.2,1341,0.35,5175.89104031576,533.2542665988346
60,179.2,44.1,1893,0.35,5000.0,12612.621374535289
68,168.6,61.4,1007,0.95,5175.89104031576,17814.3603129932
49,167.9,97.4,3297,0.79,5000.0,28744.607273790425
56,184.8,44.4,3128,0.84,5000.0,3833.354102818864
40,182.9,47.7,3635,0.89,5175.89104031576,500.0
65,165.0,78.0,1824,0.35,5175.89104031576,18814.22494175383
26,174.4,72.1,1511,0.75,5000.0,500.0
26,169.5,83.9,3030,0.13,5000.0,35348.64876190992
25,181.9,86.6,2250,0.32,5000.0,2837.747092379776
43,164.7,76.6,2402,0.37,5000.0,30299.639007403137
69,170.7,62.0,500,0.29,5175.89104031576,500.0
67,156.3,50.4,1358,0.91,5175.89104031576,500.0
27,191.8,57.4,3355,0.19,5000.0,34713.92421117443
55,147.7,88.6,3949,0.48,5000.0,29471.09638797179
45,166.1,74.8,3350,0.6,5000.0,500.0
71,195.6,75.5,2861,0.87,5175.89104031576,500.0
45,167.6,58.0,2770,1.0,5175.89104031576,1383.1904886237637
34,194.2,69.6,1250,0.29,5175.89104031576,12526.54373804893
21,191.6,51.3,3245,0.59,5000.0,15307.478235672432
65,162.7,66.6,3265,0.45,5000.0,22278.1163325614
63,166.3,66.9,1121,0.78,5175.89104031576,4161.7405852611
25,190.6,76.2,3318,0.0,5175.89104031576,27965.85464424405
63,166.2,65.5,2899,0.1,5000.0,500.0
56,171.0,76.1,3057,0.84,5000.0,23367.60483169697
73,172.3,71.1,1203,0.61,5175.89104031576,4640.7751736350365
42,159.9,67.0,3677,0.82,5175.89104031576,19640.22419460089
54,172.2,73.5,1890,0.81,5175.89104031576,16240.101889991509
21,161.5,98.9,3029,0.68,5175.89104031576,29295.164946125675
51,163.7,46.1,2164,0.04,5175.89104031576,500.0
66,172.4,82.1,4470,0.41,5000.0,15523.149263294406
68,175.7,36.7,836,0.98,5175.89104031576,500.0
41,166.8,89.7,2522,0.83,5000.0,12145.86548008607
34,186.2,40.5,1719,0.06,5000.0,9806.122808733253
55,180.0,71.0,3388,0.72,5175.89104031576,24219.908897169917
70,177.0,53.3,1294,0.42,5175.89104031576,21345.87926073056
32,184.1,67.0,1393,0.94,5175.89104031576,500.0
61,178.2,64.9,1913,0.14,5000.0,14689.539832612178
42,163.7,48.3,4251,0.65,5175.89104031576,24139.43289808985
55,178.0,84.2,1302,0.3,5000.0,500.0
39,174.1,64.9,2381,0.13,5000.0,500.0
69,171.6,48.8,1476,0.18,5175.89104031576,500.0
41,152.1,81.6,3950,0.29,5175.89104031576,500.0
25,185.9,42.4,2490,0.59,5000.0,500.0
21,158.3,52.1,500,0.85,5175.89104031576,500.0
68,168.2,71.7,2376,0.26,5175.89104031576,10393.003486928385
36,164.1,43.8,4439,0.99,5175.89104031576,500.0
68,160.0,80.8,1002,0.52,5175.89104031576,500.0
20,150.8,90.9,2171,0.15,5000.0,17768.290622195058
48,158.0,92.9,2644,0.84,5000.0,1473.506295001098
35,175.5,90.2,1078,0.9,5000.0,14489.190386682125
37,153.3,54.6,500,0.33,5000.0,9137.12484796679
46,181.1,50.7,2301,0.21,5000.0,500.0
27,167.6,75.7,2672,0.44,5000.0,500.0
27,168.7,77.0,500,0.16,5000.0,500.0
45,174.2,55.1,2222,0.29,5175.89104031576,500.0
58,178.3,82.3,2901,0.69,5175.89104031576,500.0
45,163.6,49.8,500,0.87,5175.89104031576,17595.253624411256
23,176.0,90.6,4520,0.09,5175.89104031576,2141.031470667187
60,166.1,72.5,2671,0.45,5000.0,4426.050482485149
58,173.3,55.3,2029,0.38,5000.0,24902.507596544507
28,158.8,68.4,2673,0.32,5175.89104031576,500.0
25,171.8,42.9,2945,0.82,5175.89104031576,25172.675224699826
29,168.5,57.5,1114,0.4,5175.89104031576,500.0
39,185.7,46.3,2128,0.31,5000.0,500.0
